,assignment_number,comments,skill,participant_id,batch,grade
17,287.0,The code is presented very well with clear naming and formatting. Appropriate access modifiers are used for methods. The methods themselves are formatted clearly,Readability,28,2,A++
18,454.0,"The code readability is very high with good presentation. Good naming conventions and formatting is used throughout and classes are even organised according to their abstract, non-abstract methods in alphabetical order",Readability,28,2,A++
19,462.0,No java source files were included in the submission - only Java files and so the code cannot be compiled,Readability,28,2,F
0,217.0,The student has completed all baseline tasks to a good level. Some challenges have been implemented with plants and weather effects on agents. The challenge additions are relatively simple but are implemented competently,Correctness,28,2,A-
1,623.0,"All baseline requirements have been met to a good standard with appropriate predators and prey, breeding and time of day behaviours. The student has implemented plants as a challenge extension ",Correctness,28,2,B-
2,315.0,The student has met all baseline requirements to a high standard. The student also implemented challenge additions such as plants and weather. The additions have been implemented well with good encapsulation and extensibility,Correctness,28,2,A++
3,21.0,The student has implemented all baseline tasks to a good standard and have also implemented extensions such as weather and plants. The simulations once instantiated unfortunately terminate very quickly which some parameter tweaking  would fix,Correctness,28,2,B-
4,212.0,The student has met all the baseline requirements to a good degree. Plants and weather have been added as challenge extensions. The simulation runs well and produces interesting patterns of behaviour,Correctness,28,2,A-
5,550.0,The baseline tasks are implemented to a very high standard. Plants are implemented as a challenge task. No other extensions were attempted.,Correctness,28,2,A+
6,407.0,"The student has met all the baseline requirements and has implemented them well. The student has also implemented all challenge tasks including plants, weather, and infection spread.",Correctness,28,2,A++
7,497.0,The student has gone above and beyond with implementing all requirements to an exceptional standard and adding their own unique additions such as the simulation initialiser. ,Correctness,28,2,A++
8,271.0,All baseline and extension classes are implemented to a high standard. The simulation shows professionalism and care to detail,Correctness,28,2,A++
9,686.0,The student has met all baseline requirements and has implemented some of the challenge extensions including weather-based behaviours and plants. ,Correctness,28,2,A+
10,539.0,The student has implemented all baseline requirements to a high standard and has added some challenge additions such as plant life and weather based behaviours. The weather based behaviours are simple ,Correctness,28,2,A
11,434.0,The student has submitted the original task code unmodified with no extensions,Correctness,28,2,F
12,510.0,"The student has implemented the baseline requirements to a high standard and has added challenge tasks such as infection spread, weather, and plant life. The student has shown innovation through the UI for changing model parameters ",Correctness,28,2,A++
13,74.0,The student has met all baseline tasks and has tackled challenge additions with innovation. The plantlife is interesting and the weather effects are concise but effective,Correctness,28,2,A+
14,183.0,The student has implemented all baseline tasks to a high standard and has had fun implementing challenge additions such as adding dragons. The inclusion of time and weather based behaviours is effective (such as plants growing at different rates depending on the weather and nocturnal animals). The UI is also implemented well with colours changing based on the current weather time,Correctness,28,2,A++
